filme,decada,score,nacionalidade,genero
A Nightmare on Elm Street 3: Dream Warriors,1980,3,USA,Fantasy
Waiting for the Moon,1980,3,USA,Drama
Creepshow 2,1980,3,USA,Fantasy
Jaws: The Revenge,1980,3,USA,Adventure
3 Men and a Baby,1980,1,USA,Comedy
Hope and Glory,1980,3,USA,Comedy
"Secret of My Succe$s, The",1980,1,USA,Comedy
"Running Man, The",1980,3,USA,Action
My Demon Lover,1980,2,USA,Comedy
Can&#39;t Buy Me Love,1980,3,USA,Comedy
Deathstalker II,1980,3,USA,Action
"No Retreat, No Surrender 2",1980,1,USA,Adventure
Masters of the Universe,1980,3,USA,Action
Throw Momma from the Train,1980,1,USA,Comedy
Amazon Women on the Moon,1980,2,USA,Comedy
No Way Out,1950,3,USA,Crime
Slave Girls from Beyond Infinity,1980,3,USA,Action
Mannequin,1980,1,USA,Comedy
"Untouchables, The",1980,1,USA,Crime
Who Framed Roger Rabbit,1980,1,USA,Animation
Coming to America,1980,3,USA,Comedy
Twins,1980,3,USA,Comedy
Police Academy 5: Assignment: Miami Beach,1980,1,USA,Comedy
Die Hard,1980,3,USA,Action
Beetle Juice,1980,3,USA,Comedy
Willow,2020,3,USA,Action
Maniac Cop,1980,3,USA,Action
Heathers,1980,3,USA,Comedy
Mystic Pizza,1980,3,USA,Comedy
Working Girl,1980,3,USA,Comedy
They Live,1980,0,USA,Action
Oliver &amp; Company,1980,2,USA,Animation
Bloodsport,1980,1,USA,Action
Dangerous Liaisons,1980,3,USA,Drama
Poltergeist III,1980,3,USA,Horror
"Naked Gun: From the Files of Police Squad!, The",1980,1,USA,Comedy
Killer Klowns from Outer Space,1980,0,USA,Comedy
A Fish Called Wanda,1980,3,USA,Comedy
Midnight Run,1980,2,USA,Action
Hairspray,1980,3,USA,Comedy
Satisfaction,1980,3,USA,Comedy
Beaches,1980,3,USA,Comedy
"Accused, The",1980,3,USA,Crime
Big Business,1980,3,USA,Comedy
Feds,1980,3,USA,Comedy
Action Jackson,1980,1,USA,Action
Alien Nation,1980,1,USA,Action
"Land Before Time, The",1980,3,USA,Animation
Torch Song Trilogy,1980,1,USA,Comedy
Scooby-Doo and the Ghoul School,1980,3,USA,Animation
Rain Man,1980,1,USA,Drama
Married to the Mob,1980,3,USA,Comedy
Young Guns,1980,1,USA,Action
Two Moon Junction,1980,3,USA,Drama
Child&#39;s Play,1980,3,USA,Horror
My Stepmother Is an Alien,1980,3,USA,Comedy
World Gone Wild,1980,3,USA,Action
Hell Comes to Frogtown,1980,3,USA,Action
Scrooged,1980,3,USA,Comedy
Crossing Delancey,1980,3,USA,Comedy
"Last Temptation of Christ, The",1980,2,USA,Drama
Sticky Fingers,1980,3,USA,Comedy
Big,1980,1,USA,Comedy
Another Woman,1980,3,USA,Drama
Caddyshack II,1980,3,USA,Comedy
"Adventures of Baron Munchausen, The",1980,1,USA,Adventure
Grave of the Fireflies,1980,0,USA,Animation
A Nightmare on Elm Street 4: The Dream Master,1980,3,USA,Horror
Pumpkinhead,1980,3,USA,Fantasy
"Accidental Tourist, The",1980,2,USA,Comedy
Critters 2,1980,3,USA,Comedy
Earth Girls Are Easy,1980,2,USA,Comedy
Lady in White,1980,1,USA,Fantasy
Gorillas in the Mist,1980,3,USA,Biography
Bull Durham,1980,2,USA,Comedy
"Bear, The",1980,0,USA,Adventure
Rambo III,1980,0,USA,Action
"Big Blue, The",1980,2,USA,Adventure
Vibes,1980,1,USA,Adventure
Hiroshima Maiden,1980,3,USA,Drama
Elvira: Mistress of the Dark,1980,3,USA,Comedy
"Sisterhood, The",1980,3,USA,Action
Red Scorpion,1980,0,USA,Action
Stand and Deliver,1980,1,USA,Biography
Dirty Rotten Scoundrels,1980,1,USA,Comedy
"Great Outdoors, The",1980,3,USA,Comedy
And God Created Woman,1980,3,USA,Comedy
Running on Empty,1980,1,USA,Crime
Back to the Future Part II,1980,3,USA,Adventure
Uncle Buck,1980,3,USA,Comedy
When Harry Met Sally,1980,3,USA,Comedy
Road House,2020,3,USA,Action
Police Academy 6: City Under Siege,1980,1,USA,Comedy
Mystery Train,1980,3,USA,Comedy
"Little Mermaid, The",2020,3,USA,Adventure
Fat Man and Little Boy,1980,1,USA,Biography
Troop Beverly Hills,1980,3,USA,Adventure
Steel Magnolias,1980,3,USA,Comedy
Batman,1980,1,USA,Action
Indiana Jones and the Last Crusade,1980,0,USA,Action
Star Trek V: The Final Frontier,1980,1,USA,Action
Shirley Valentine,1980,3,USA,Comedy
Ghostbusters II,1980,2,USA,Action
"Honey, I Shrunk the Kids",1980,3,USA,Adventure
Wild Orchid,1980,3,USA,Drama
"Abyss, The",1980,3,USA,Adventure
Let It Ride,1980,2,USA,Comedy
Fletch Lives,1980,1,USA,Comedy
Weekend at Bernie&#39;s,1980,1,USA,Adventure
"Get Smart, Again!",1980,3,USA,Comedy
"Sex, Lies, and Videotape",1980,2,USA,Drama
"&#39;Burbs, The",1980,1,USA,Comedy
Dead Poets Society,1980,1,USA,Comedy
Bill &amp; Ted&#39;s Excellent Adventure,1980,2,USA,Adventure
She-Devil,1980,3,USA,Comedy
All Dogs Go to Heaven,1980,3,USA,Animation
Crimes and Misdemeanors,1980,3,USA,Comedy
Major League,1980,1,USA,Comedy
Leviathan,1980,3,USA,Adventure
Drugstore Cowboy,1980,2,USA,Crime
UHF,1980,1,USA,Comedy
Shag,1980,3,USA,Comedy
Say Anything...,1980,2,USA,Comedy
Licence to Kill,1980,2,USA,Action
"Dream Team, The",1980,0,USA,Comedy
Teen Witch,1980,3,USA,Comedy
Turner &amp; Hooch,1980,1,USA,Comedy
Chopper Chicks in Zombietown,1980,3,USA,Comedy
Born on the Fourth of July,1980,3,USA,Biography
A Nightmare on Elm Street 5: The Dream Child,1980,3,USA,Fantasy
Do the Right Thing,1980,2,USA,Comedy
Friday the 13th Part VIII: Jason Takes Manhattan,1980,3,USA,Adventure
Glory,1980,0,USA,Biography
Loverboy,1980,3,USA,Comedy
Lethal Weapon 2,1980,3,USA,Action
Driving Miss Daisy,1980,3,USA,Comedy
Field of Dreams,1980,2,USA,Drama
Millennium,1980,3,USA,Drama
"Delinquents, The",1980,3,USA,Drama
National Lampoon&#39;s Christmas Vacation,1980,3,USA,Comedy
Babar: The Movie,1980,3,USA,Animation
Savage Beach,1980,3,USA,Action
Kickboxer,1980,0,USA,Action
Blind Fury,1980,1,USA,Action
"Karate Kid Part III, The",1980,0,USA,Action
Farewell to the King,1980,0,USA,Action
Tango &amp; Cash,1980,0,USA,Action
"Return of Swamp Thing, The",1980,3,USA,Action
Sidewalk Stories,1980,2,USA,Comedy
Parenthood,1980,3,USA,Comedy
Sea of Love,1980,0,USA,Crime
Casualties of War,1980,0,USA,Action
Look Who&#39;s Talking,1980,2,USA,Comedy
Journey to the Center of the Earth,1950,1,USA,Adventure
"Nun&#39;s Story, The",1950,3,USA,Drama
Darby O&#39;Gill and the Little People,1950,3,USA,Adventure
Some Like It Hot,1950,3,USA,Comedy
Imitation of Life,1950,3,USA,Drama
North By Northwest,1950,1,USA,Action
"Suddenly, Last Summer",1950,3,USA,Drama
"Giant Gila Monster, The",1950,3,USA,Horror
"Tingler, The",1950,1,USA,Horror
Ghost of Dragstrip Hollow,1950,3,USA,Comedy
A Bucket of Blood,1950,2,USA,Comedy
Anatomy of a Murder,1950,1,USA,Drama
House on Haunted Hill,1950,3,USA,Crime
"Wasp Woman, The",1950,3,USA,Horror
"Bat, The",1950,3,USA,Horror
Gidget,1950,3,USA,Comedy
Rio Bravo,1950,1,USA,Western
Pillow Talk,1950,3,USA,Comedy
"World, The Flesh and The Devil, The",1950,0,USA,Drama
Plan 9 from Outer Space,1950,1,USA,Horror
Night of the Ghouls,1950,1,USA,Horror
Sleeping Beauty,1950,3,USA,Animation
Ride Lonesome,1950,0,USA,Western
On the Beach,1950,1,USA,Drama
Where the Boys Are,1960,2,USA,Comedy
"Magnificent Seven, The",1960,0,USA,Action
Spartacus,1960,2,USA,Adventure
Inherit the Wind,1960,3,USA,Biography
"Apartment, The",1960,3,USA,Comedy
Psycho,1960,3,USA,Horror
Exodus,1960,3,USA,Action
Let&#39;s Make Love,1960,2,USA,Comedy
"Story of Ruth, The",1960,3,USA,Drama
Wild River,1960,3,USA,Drama
Last Woman on Earth,1960,0,USA,Drama
"World of Suzie Wong, The",1960,2,USA,Drama
G.I. Blues,1960,2,USA,Comedy
Flaming Star,1960,1,USA,Drama
Heller in Pink Tights,1960,2,USA,Western
"Children&#39;s Hour, The",1960,3,USA,Drama
"Phantom Planet, The",1960,0,USA,Action
Breakfast at Tiffany&#39;s,1960,2,USA,Comedy
Underworld U.S.A.,1960,3,USA,Crime
One Hundred and One Dalmatians,1960,3,USA,Animation
El Cid,1960,1,USA,Biography
"Misfits, The",1960,3,USA,Drama
"Hustler, The",1960,0,USA,Drama
"One, Two, Three",1960,3,USA,Comedy
"Beast of Yucca Flats, The",1960,0,USA,Horror
Blue Hawaii,1960,3,USA,Comedy
Paris Blues,1960,3,USA,Drama
Splendor in the Grass,1960,3,USA,Drama
A Raisin in the Sun,1960,3,USA,Drama
Snow White and the Three Stooges,1960,3,USA,Adventure
"Guns of Navarone, The",1960,1,USA,Action
"Innocents, The",1960,3,USA,Drama
King of Kings,1960,3,USA,Biography
Flower Drum Song,1960,2,USA,Comedy
Wild in the Country,1960,3,USA,Drama
Lawrence of Arabia,1960,0,USA,Adventure
What Ever Happened to Baby Jane?,1960,3,USA,Drama
To Kill a Mockingbird,1960,3,USA,Crime
"Manchurian Candidate, The",1960,1,USA,Drama
"Music Man, The",1960,3,USA,Comedy
Carnival of Souls,1960,3,USA,Horror
"Brain That Wouldn&#39;t Die, The",1960,2,USA,Horror
"Devil&#39;s Hand, The",1960,2,USA,Horror
That Touch of Mink,1960,2,USA,Comedy
Dr. No,1960,1,USA,Action
"Miracle Worker, The",1960,3,USA,Biography
King Kong vs. Godzilla,1960,3,USA,Action
Hatari!,1960,3,USA,Action
Advise &amp; Consent,1960,3,USA,Drama
Walk on the Wild Side,1960,3,USA,Drama
"Longest Day, The",1960,0,USA,Action
Follow That Dream,1960,3,USA,Comedy
Kid Galahad,1960,1,USA,Drama
Girls! Girls! Girls!,1960,2,USA,Comedy
"Wonderful World of the Brothers Grimm, The",1960,3,USA,Animation
"Great Escape, The",1960,0,USA,Adventure
Irma la Douce,1960,2,USA,Comedy
"Pink Panther, The",1960,1,USA,Comedy
55 Days at Peking,1960,1,USA,Action
Charade,1960,2,USA,Comedy
Shock Corridor,1960,0,USA,Drama
"Birds, The",1960,3,USA,Drama
Beach Party,1960,2,USA,Comedy
Bye Bye Birdie,1960,3,USA,Comedy
"Sword in the Stone, The",1960,0,USA,Animation
Summer Magic,1960,3,USA,Comedy
Dementia 13,1960,3,USA,Horror
From Russia with Love,1960,3,USA,Action
X: The Man with the X-Ray Eyes,1960,1,USA,Horror
"Move Over, Darling",1960,3,USA,Comedy
"Raven, The",1960,1,USA,Comedy
"Incredible Journey, The",1960,1,USA,Adventure
It&#39;s a Mad Mad Mad Mad World,1960,3,USA,Action
Cleopatra,1930,1,USA,Biography
It Happened at the World&#39;s Fair,1960,3,USA,Comedy
Mclintock!,1960,3,USA,Comedy
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1960,0,USA,Comedy
Mary Poppins,1960,3,USA,Comedy
"Rudolph, the Red-Nosed Reindeer",1960,1,USA,Animation
Bedtime Story,1960,1,USA,Comedy
My Fair Lady,1960,3,USA,Drama
A Hard Day&#39;s Night,1960,1,USA,Comedy
"Americanization of Emily, The",1960,2,USA,Comedy
Bikini Beach,1960,2,USA,Comedy
Man&#39;s Favorite Sport?,1960,2,USA,Comedy
"Hush...Hush, Sweet Charlotte",1960,3,USA,Crime
Fail-Safe,1960,1,USA,Drama
Viva Las Vegas,1960,0,USA,Comedy
Goldfinger,1960,1,USA,Action
Dead Ringer,1960,3,USA,Crime
"Last Man on Earth, The",1960,1,USA,Drama
"Train, The",1960,1,USA,Action
"Unsinkable Molly Brown, The",1960,3,USA,Comedy
Marnie,1960,3,USA,Crime
A shot in the dark,1960,1,USA,Comedy
"Chalk Garden, The",1960,3,USA,Drama
"Time Travelers, The",1960,2,USA,Sci-Fi
"Yellow One, The",1960,1,USA,Adventure
Kissin&#39; Cousins,1960,2,USA,Comedy
Fate Is the Hunter,1960,3,USA,Drama
Honeymoon Hotel,1960,3,USA,Comedy
Roustabout,1960,2,USA,Drama
Father Goose,1960,3,USA,Adventure
"Sound of Music, The",1960,3,USA,Biography
That Darn Cat!,1960,3,USA,Comedy
"Flight of the Phoenix, The",1960,0,USA,Adventure
Inside Daisy Clover,1960,3,USA,Drama
"Faster, Pussycat! Kill! Kill!",1960,3,USA,Action
Doctor Zhivago,1960,1,USA,Drama
Bunny Lake Is Missing,1960,3,USA,Drama
Invasion of Astro-Monster,1960,2,USA,Action
How to Murder Your Wife,1960,0,USA,Comedy
A Patch of Blue,1960,3,USA,Drama
Cat Ballou,1960,3,USA,Western
Tickle Me,1960,2,USA,Comedy
Girl Happy,1960,3,USA,Comedy
"Endless Summer, The",1960,0,USA,Documentary
A Charlie Brown Christmas,1960,3,USA,Animation
"Trouble with Angels, The",1960,3,USA,Comedy
Fantastic Voyage,1960,0,USA,Adventure
A Big Hand for the Little Lady,1960,1,USA,Western
"Group, The",1960,3,USA,Drama
Who&#39;s Afraid of Virginia Woolf?,1960,1,USA,Drama
Jesse James Meets Frankenstein&#39;s Daughter,1960,1,USA,Horror
"Fortune Cookie, The",1960,1,USA,Comedy
Our Man Flint,1960,2,USA,Action
"Sand Pebbles, The",1960,1,USA,Adventure
Blood Bath,1960,2,USA,Horror
How to Steal a Million,1960,0,USA,Comedy
Torn Curtain,1960,3,USA,Drama
Death Rides a Horse,1960,0,USA,Drama
Manos: The Hands of Fate,1960,3,USA,Horror
Lost Command,1960,1,USA,Action
El Dorado,1960,1,USA,Drama
"Silencers, The",1960,1,USA,Action
Murderers&#39; Row,1960,1,USA,Action
"Lt. Robin Crusoe, U.S.N.",1960,1,USA,Adventure
"Paradise, Hawaiian Style",1960,3,USA,Comedy
Spinout,1960,1,USA,Comedy
Cool Hand Luke,1960,1,USA,Crime
"Graduate, The",1960,2,USA,Comedy
Bonnie and Clyde,1960,3,USA,Action
Thoroughly Modern Millie,1960,3,USA,Comedy
Casino Royale,1960,2,USA,Comedy
"Dirty Dozen, The",1960,0,USA,Action
Valley of the Dolls,1960,3,USA,Drama
In the Heat of the Night,1960,1,USA,Drama
Two for the Road,1960,3,USA,Comedy
Wait Until Dark,1960,3,USA,Thriller
"Fearless Vampire Killers, The",1960,1,USA,Comedy
"Fox, The",1960,3,USA,Drama
Woman Times Seven,1960,3,USA,Comedy
Guess Who&#39;s Coming to Dinner,1960,3,USA,Comedy
Barefoot in the Park,1960,3,USA,Comedy
A Time for Killing,1960,0,USA,Drama
"Ambushers, The",1960,2,USA,Action
Don&#39;t Make Waves,1960,3,USA,Comedy
Clambake,1960,1,USA,Comedy
Double Trouble,1960,3,USA,Comedy
Hot Thrills and Warm Chills,1960,3,USA,Drama
"President&#39;s Analyst, The",1960,1,USA,Comedy
Charly,1960,2,USA,Drama
Rosemary&#39;s Baby,1960,3,USA,Drama
2001: A Space Odyssey,1960,0,USA,Adventure
Where Eagles Dare,1960,3,USA,Action
Yellow Submarine,1960,0,USA,Animation
Star!,1960,3,USA,Biography
Hellfighters,1960,2,USA,Action
Once Upon a Time in the West,1960,1,USA,Drama
"Party, The",1960,3,USA,Comedy
"Lion in Winter, The",1960,3,USA,Biography
Head,1960,0,USA,Comedy
Hang &#39;Em High,1960,2,USA,Drama
Night of the Living Dead,1960,3,USA,Horror
Funny Girl,1960,3,USA,Biography
"Killing of Sister George, The",1960,3,USA,Drama
Bullitt,1960,1,USA,Action
Ice Station Zebra,1960,0,USA,Adventure
"Boys of Paul Street, The",1960,0,USA,Drama
"Wrecking Crew, The",1960,3,USA,Action
Chitty Chitty Bang Bang,1960,3,USA,Adventure
Vixen!,1960,3,USA,Drama
"Live a Little, Love a Little",1960,1,USA,Comedy
"Swimmer, The",1960,1,USA,Drama
Shalako,1960,3,USA,Drama
Speedway,1960,3,USA,Comedy
"Honeymoon Killers, The",1960,3,USA,Crime
Support Your Local Sheriff!,1960,1,USA,Comedy
My Side of the Mountain,1960,1,USA,Adventure
Paint Your Wagon,1960,2,USA,Comedy
Butch Cassidy and the Sundance Kid,1960,1,USA,Biography
Easy Rider,1960,1,USA,Adventure
"Computer Wore Tennis Shoes, The",1960,1,USA,Comedy
Downhill Racer,1960,0,USA,Drama
Chastity,1960,0,USA,Drama
True Grit,1960,3,USA,Adventure
Alice&#39;s Restaurant,1960,1,USA,Comedy
Midnight Cowboy,1960,1,USA,Drama
"Hello, Dolly!",1960,3,USA,Adventure
"Godzilla&#39;s Revenge (Godzilla, Minira, Gabara: All Monsters Attack)",1960,0,USA,Adventure
"They Shoot Horses, Don&#39;t They?",1960,1,USA,Drama
Take the Money and Run,1960,1,USA,Comedy
Marquis de Sade&#39;s Justine,1960,3,USA,Drama
"Trouble with Girls, The",1960,3,USA,Comedy
Charro!,1960,1,USA,Western
"Girl Who Knew Too Much, The",1960,1,USA,Crime
Change of Habit,1960,3,USA,Crime
Flareup,1960,3,USA,Crime
Topaz,1960,1,USA,Drama
"Wild Bunch, The",1960,0,USA,Action
Beyond the Valley of the Dolls,1970,3,USA,Comedy
"AristoCats, The",1970,3,USA,Animation
Santa Clause is Comin&#39; to Town,1970,1,USA,Animation
"Phantom Tollbooth, The",1970,1,USA,Animation
Two Mules for Sister Sara,1970,3,USA,Adventure
Five Easy Pieces,1970,3,USA,Drama
Love Story,1970,1,USA,Drama
Carry It On,1970,3,USA,Documentary
"Boys in the Band, The",1970,0,USA,Drama
House of Dark Shadows,1970,2,USA,Drama
Airport,1970,3,USA,Action
Darling Lili,1970,3,USA,Comedy
Colossus: The Forbin Project,1970,0,USA,Sci-Fi
Little Big Man,1970,1,USA,Adventure
Waterloo,1970,0,USA,Action
Tora! Tora! Tora!,1970,1,USA,Action
Catch-22,1970,3,USA,Comedy
Wanda,1970,3,USA,Crime
Rio Lobo,1970,1,USA,Drama
Patton,1970,1,USA,Biography
Italian Stallion,1970,3,USA,Comedy
Myra Breckinridge,1970,3,USA,Comedy
Zabriskie Point,1970,1,USA,Drama
Willy Wonka &amp; the Chocolate Factory,1970,2,USA,Adventure
THX 1138,1970,0,USA,Drama
A Clockwork Orange,1970,1,USA,Crime
"Million Dollar Duck, The",1970,1,USA,Comedy
Taking Off,1970,3,USA,Comedy
Here Comes Peter Cotton Tail,1970,1,USA,Animation
Bedknobs and Broomsticks,1970,3,USA,Animation
And Now for Something Completely Different,1970,1,USA,Comedy
Harold and Maude,1970,3,USA,Comedy
"Last Picture Show, The",1970,2,USA,Drama
Shaft,1970,1,USA,Action
Escape from the Planet of the Apes,1970,1,USA,Action
Sweet Sweetback&#39;s Baadasssss Song,1970,1,USA,Action
Mrs. Pollifax - Spy,1970,3,USA,Adventure
"Trojan Women, The",1970,3,USA,Drama
Play Misty for Me,1970,3,USA,Drama
"Mary, Queen of Scots",1970,3,USA,Biography
Let&#39;s Scare Jessica to Death,1970,3,USA,Drama
"French Connection, The",1970,1,USA,Action
Bananas,1970,1,USA,Comedy
McCabe &amp; Mrs. Miller,1970,3,USA,Drama
Duel,1970,0,USA,Action
Godzilla vs. the Smog Monster (Godzilla vs. Hedorah),1970,3,USA,Animation
Wake in Fright,1970,1,USA,Drama
Klute,1970,3,USA,Crime
Macbeth,1940,1,USA,Drama
Werewolves on Wheels,1970,1,USA,Horror
Punishment Park,1970,3,USA,Drama
A New Leaf,1970,3,USA,Comedy
Vanishing Point,1970,0,USA,Action
Johnny Got His Gun,1970,1,USA,Drama
"Andromeda Strain, The",1970,3,USA,Mystery
"Seven Minutes, The",1970,3,USA,Drama
Dirty Harry,1970,0,USA,Action
Pink Flamingos,1970,3,USA,Comedy
When Michael Calls,1970,2,USA,Horror
"Godfather, The",1970,2,USA,Crime
Avanti!,1970,3,USA,Comedy
Deliverance,1970,1,USA,Adventure
Jeremiah Johnson,1970,1,USA,Adventure
1776,1970,1,USA,Drama
Travels With My Aunt,1970,3,USA,Adventure
Butterflies Are Free,1970,3,USA,Comedy
What&#39;s up Doc,1970,2,USA,Comedy
Cabaret,1970,3,USA,Drama
"Poseidon Adventure, The",1970,1,USA,Action
"Silent Night, Bloody Night",1970,3,USA,Horror
Sleuth,1970,0,USA,Mystery
Prison Girls,1970,3,USA,Crime
Deep Throat,1970,3,USA,Adult
Blacula,1970,3,USA,Fantasy
"Last House on the Left, The",1970,3,USA,Crime
Frenzy,1970,3,USA,Thriller
Lady Sings the Blues,1970,3,USA,Biography
"Hitchhikers, The",1970,3,USA,Action
"Big Bird Cage, The",1970,3,USA,Action
Joe Kidd,1970,1,USA,Drama
Black Gunn,1970,1,USA,Action
"Getaway, The",1970,1,USA,Action
"Frogs, The",1970,3,USA,Horror
Badlands,1970,0,USA,Action
"Exorcist, The",1970,3,USA,Horror
"Black Mama, White Mama",1970,3,USA,Crime
"Sting, The",1970,1,USA,Comedy
Sleeper,1970,1,USA,Comedy
Lemora: A Child&#39;s Tale Of The Supernatural,1970,3,USA,Fantasy
Serpico,1970,1,USA,Biography
Soylent Green,1970,1,USA,Crime
Papillon,1970,0,USA,Biography
Paper Moon,1970,3,USA,Comedy
Jesus Christ Superstar,1970,0,USA,Drama
American Graffiti,1970,2,USA,Comedy
High Plains Drifter,1970,1,USA,Drama
Payday,1970,2,USA,Drama
Mean Streets,1970,1,USA,Crime
A Charlie Brown Thanksgiving,1970,2,USA,Animation
Children Shouldn&#39;t Play with Dead Things,1970,3,USA,Comedy
"Baby, The",1970,3,USA,Drama
"Crazies, The",1970,3,USA,Action
Pat Garrett &amp; Billy the Kid,1970,1,USA,Biography
Terminal Island,1970,3,USA,Action
Enter the Dragon,1970,1,USA,Action
"Offence, The",1970,0,USA,Crime
&#39;Gator Bait,1970,0,USA,Action
"Three Musketeers, The",1970,2,USA,Action
A Warm December,1970,3,USA,Drama
Wonder Women,1970,3,USA,Action
Messiah of Evil,1970,3,USA,Horror
Coffy,1970,2,USA,Action
Cleopatra Jones,1970,3,USA,Action
Blazing Saddles,1970,1,USA,Comedy
Young Frankenstein,1970,2,USA,Comedy
Zardoz,1970,2,USA,Adventure
Dark Star,1970,0,USA,Comedy
Alice Doesn&#39;t Live Here Anymore,1970,3,USA,Drama
Chinatown,1970,2,USA,Drama
"Groove Tube, The",1970,1,USA,Comedy
"Texas Chain Saw Massacre, The",1970,1,USA,Horror
Mame,1970,3,USA,Comedy
"Godfather: Part II, The",1970,2,USA,Crime
"Conversation, The",1970,1,USA,Drama
"Towering Inferno, The",1970,1,USA,Action
Death Wish,1970,3,USA,Action
Phantom of the Paradise,1970,0,USA,Comedy
Female Trouble,1970,3,USA,Comedy
"Parallax View, The",1970,0,USA,Drama
Foxy Brown,1970,3,USA,Action
Truck Turner,1970,3,USA,Action
Godzilla vs. Mechagodzilla,1970,1,USA,Animation
A Woman Under The Influence,1970,3,USA,Drama
"Sugarland Express, The",1970,2,USA,Crime
Airport 1975,1970,3,USA,Action
Killdozer,1970,0,USA,Horror
"Arena, The",1970,3,USA,Action
Blood for dracula,1970,3,USA,Horror
Zandy&#39;s Bride,1970,2,USA,Drama
"Little Prince, The",1970,0,USA,Family
Lenny,1970,2,USA,Biography
All Quiet on the Western Front,2020,0,USA,Action
Anna Christie,1930,3,USA,Drama
Ladies of Leisure,1930,3,USA,Drama
Morocco,1930,1,USA,Drama
Min and Bill,1930,3,USA,Comedy
Be Yourself,1930,2,USA,Comedy
"Bat Whispers, The",1930,3,USA,Crime
Animal Crackers,1930,3,USA,Comedy
Night Nurse,1930,3,USA,Comedy
Frankenstein,1930,1,USA,Drama
Mata Hari,1930,3,USA,Crime
Tabu: A Story of the South Seas,1930,0,USA,Adventure
Indiscreet,1930,3,USA,Comedy
"Last Flight, The",1930,0,USA,Drama
Pardon Us,1930,0,USA,Comedy
Monkey Business,1930,1,USA,Comedy
City Lights,1930,3,USA,Comedy
"Smiling Lieutenant, The",1930,2,USA,Comedy
"Cheat, The",1930,3,USA,Drama
"Public Enemy, The",1930,3,USA,Crime
Little Caesar,1930,1,USA,Action
Cimarron,1930,3,USA,Drama
Skippy,1930,3,USA,Comedy
"Champ, The",1930,1,USA,Drama
I Am a Fugitive from a Chain Gang,1930,1,USA,Crime
Grand Hotel,1930,3,USA,Drama
"Age of Consent, The",1930,2,USA,Drama
Horse Feathers,1930,1,USA,Comedy
White Zombie,1930,0,USA,Horror
"Most Dangerous Game, The",1930,0,USA,Action
Island of Lost Souls,1930,1,USA,Film-Noir
"Old Dark House, The",1930,3,USA,Adventure
Merrily We Go to Hell,1930,3,USA,Comedy
"Girl from Calgary, The",1930,2,USA,Comedy
Shanghai Express,1930,3,USA,Adventure
Three on a Match,1930,3,USA,Crime
Love Me Tonight,1930,2,USA,Comedy
Red-Headed Woman,1930,3,USA,Comedy
"Death Kiss, The",1930,1,USA,Comedy
Thirteen Women,1930,3,USA,Crime
"Bitter Tea of General Yen, The",1930,3,USA,Drama
Footlight Parade,1930,3,USA,Comedy
Queen Christina,1930,3,USA,Biography
Alice in Wonderland,1950,3,USA,Animation
"Vampire Bat, The",1930,3,USA,Drama
42nd Street,1930,3,USA,Comedy
Day of Reckoning,1930,3,USA,Drama
Duck Soup,1930,1,USA,Comedy
Tomorrow at Seven,1930,3,USA,Comedy
Gold Diggers of 1933,1930,3,USA,Comedy
Female,1930,3,USA,Comedy
A Study in Scarlet,1930,3,USA,Mystery
"Peanut Vendor, The",1930,0,USA,Animation
Baby Face,1930,3,USA,Drama
Design for Living,1930,1,USA,Comedy
Cavalcade,1930,3,USA,Drama
"Kennel Murder Case, The",1930,1,USA,Crime
She Done Him Wrong,1930,2,USA,Comedy
Sons of the Desert,1930,3,USA,Comedy
It Happened One Night,1930,3,USA,Comedy
"Cat&#39;s-Paw, The",1930,1,USA,Comedy
"Scarlet Empress, The",1930,3,USA,Drama
"Painted Veil, The",1930,1,USA,Drama
"Count of Monte Cristo, The",1930,1,USA,Action
Of Human Bondage,1930,1,USA,Drama
"Lost Patrol, The",1930,0,USA,Action
Spitfire,1930,3,USA,Drama
Lost in the Stratosphere,1930,2,USA,Action
Search for Beauty,1930,3,USA,Comedy
Evelyn Prentice,1930,3,USA,Drama
Mystery Liner,1930,0,USA,Adventure
It&#39;s a Gift,1930,3,USA,Comedy
Top Hat,1930,2,USA,Comedy
Anna Karenina,1930,2,USA,Drama
Mutiny on the Bounty,1930,1,USA,Adventure
Naughty Marietta,1930,3,USA,Drama
Roberta,1930,3,USA,Comedy
Magnificent Obsession,1930,3,USA,Drama
A Night At The Opera,1930,1,USA,Comedy
"Bride of Frankenstein, The",1930,3,USA,Drama
"Lady in Scarlet, The",1930,2,USA,Mystery
Mad Love,1930,2,USA,Horror
Swing Time,1930,1,USA,Comedy
Modern Times,1930,0,USA,Comedy
"Charge of the Light Brigade, The",1930,1,USA,Action
San Francisco,1930,1,USA,Drama
Wife vs. Secretary,1930,2,USA,Comedy
"Petrified Forest, The",1930,3,USA,Drama
Mr. Deeds Goes to Town,1930,3,USA,Comedy
Born to Dance,1930,3,USA,Comedy
Revolt of the Zombies,1930,0,USA,Adventure
Earthworm Tractors,1930,1,USA,Comedy
Theodora Goes Wild,1930,3,USA,Comedy
"Great Ziegfeld, The",1930,3,USA,Drama
"Mandarin Mystery, The",1930,3,USA,Comedy
Camille,1930,3,USA,Drama
Romeo and Juliet,1930,3,USA,Drama
Bullets or Ballots,1930,3,USA,Crime
My Man Godfrey,1930,2,USA,Comedy
Murder at Glen Athol,1930,3,USA,Crime
