movie,decade,rating,country,genre
Wings of Desire,1980,0,Others,"Drama, Fantasy, Romance"
Maurice,1980,2,Others,"Drama, Romance"
High Tide,1980,3,Others,Drama
"Last Emperor, The",1980,3,Others,"Biography, Drama, History"
Hellraiser,1980,3,Others,"Horror, Thriller"
Ngati,1980,3,Others,Drama
"Gate, The",1980,2,Others,"Fantasy, Horror"
Au Revoir Les Enfants,1980,1,Others,"Drama, War"
Bad Taste,1980,0,Others,"Comedy, Horror, Sci-Fi"
El bosque animado,1980,3,Others,"Comedy, Fantasy"
La ley del deseo,1980,3,Others,"Comedy, Drama, Thriller"
Epidemic,1980,1,Others,"Drama, Horror"
A Better Tomorrow II,1980,0,Others,"Action, Crime, Drama"
Emmanuelle 5,1980,0,Others,"Action, Drama"
Where is the friend&#39;s house,1980,0,Others,"Drama, Family"
Opera,1980,3,Others,"Crime, Horror, Mystery"
Tonari no Totoro,1980,3,Others,"Animation, Comedy, Family"
L&#39;etudiante,1980,3,Others,"Comedy, Romance"
Akira,1980,1,Others,"Animation, Action, Drama"
Women on the Verge of a Nervous Breakdown,1980,3,Others,"Comedy, Drama"
"Distant Voices, Still Lives",1980,3,Others,"Drama, Music"
Appleseed,2000,3,Others,"Animation, Action, Adventure"
Rock &#39;n&#39; Roll Mom,1980,3,Others,"Adventure, Drama, Family"
Dead Ringers,1980,2,Others,"Drama, Horror, Thriller"
Cinema Paradiso,1980,1,Others,"Drama, Romance"
Gakk&ocirc; no kaidan G,1980,0,Others,Horror
Hellbound: Hellraiser II,1980,1,Others,"Horror, Thriller"
Spoorloos,1980,1,Others,"Mystery, Thriller"
Wong gok ka moon,1980,0,Others,"Crime, Drama, Romance"
Remando al viento [Rowing with the Wind],1980,2,Others,"Drama, Horror, Mystery"
Igla,1980,0,Others,"Drama, Thriller"
&#39;Gator Bait 2: Cajun Justice,1980,0,Others,Action
Emmanuelle 6,1980,3,Others,Drama
Kung-Fu Master!,1980,3,Others,"Drama, Romance"
Crocodile Dundee II,1980,2,Others,"Action, Adventure, Comedy"
Chocolat,1980,3,Others,Drama
Shame,1980,3,Others,"Crime, Drama"
On the Silver Globe,1980,1,Others,"Adventure, Drama, Fantasy"
Jane B. for Agnes V.,1980,3,Others,"Biography, Fantasy"
Resan till Melonia,1980,1,Others,"Animation, Family, Adventure"
Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),1980,3,Others,"Animation, Family, Fantasy"
Przesluchanie,1980,3,Others,"Crime, Drama, Thriller"
Henry V,1980,3,Others,"Biography, Drama, History"
"Seventh Continent, The",1980,3,Others,Drama
Meet The Feebles,1980,3,Others,"Comedy, Fantasy, Music"
Oranges Are Not The Only Fruit,1980,3,Others,Drama
"Cook, the Thief, His Wife &amp; Her Lover, The",1980,1,Others,"Crime, Drama"
Dead Calm,1980,0,Others,"Horror, Thriller"
Leningrad Cowboys Go America,1980,0,Others,"Comedy, Music"
Godzilla vs. Biollante,1980,3,Others,"Action, Drama, Fantasy"
My Left Foot,1980,3,Others,"Biography, Drama"
Celia,1980,3,Others,"Drama, Fantasy, Horror"
"Killer, The",1980,0,Others,"Action, Crime, Drama"
Life Is Sweet,1990,3,Others,"Comedy, Drama"
Nikita,1990,3,Others,"Action, Crime, Drama"
"I, the Worst of All",1990,3,Others,"Biography, Drama, History"
Bimbos B.C.,1990,3,Others,"Comedy, Horror"
Close-Up,1990,1,Others,"Biography, Crime, Drama"
Qin yong,1990,3,Others,"Adventure, Comedy, Fantasy"
I Hired a Contract Killer,1990,0,Others,"Comedy, Crime, Drama"
Strangers in Good Company,1990,3,Others,"Adventure, Drama"
Troll 2,1990,3,Others,"Comedy, Fantasy, Horror"
A Tale of Springtime,1990,3,Others,"Comedy, Drama, Romance"
"Match Factory Girl, The",1990,3,Others,"Comedy, Crime, Drama"
Europa Europa,1990,2,Others,"Drama, History, War"
Portrait of a Marriage,1990,3,Others,"Biography, Drama, Romance"
Dragon Ball Z: The Movie - The Tree of Might,1990,1,Others,"Animation, Action, Adventure"
"Nasty Girl (Das schreckliche M&auml;dchen), The",1990,3,Others,"Comedy, Drama, History"
Dragon Ball Z: Bardock - The Father of Goku,1990,0,Others,"Animation, Action, Drama"
Hidden Agenda,1990,3,Others,"Drama, Thriller"
"Reflecting Skin, The",1990,1,Others,"Drama, Horror, Thriller"
Barbarian Queen II: The Empress Strikes Back,1990,3,Others,"Action, Adventure, Fantasy"
"Sheltering Sky, The",1990,0,Others,"Adventure, Drama"
Bullet in the Head,1990,1,Others,"Action, Crime, Drama"
"No Retreat, No Surrender 3: Blood Brothers",1990,0,Others,"Action, Crime, Drama"
Days of Being Wild,1990,2,Others,"Crime, Drama, Romance"
Omohide poro poro,1990,3,Others,"Animation, Drama, Romance"
Tacones Lejanos,1990,3,Others,"Comedy, Drama, Romance"
Flirting,1990,2,Others,"Drama, Romance"
Raise the Red Lantern,1990,3,Others,"Drama, Romance"
"Double Life of Veronique, The",1990,3,Others,"Drama, Fantasy, Music"
Salmonberries,1990,3,Others,Drama
Black Robe,1990,1,Others,"Adventure, Drama, War"
&#39;Merci la vie&#39;,1990,3,Others,Drama
Rubin and Ed,1990,0,Others,"Comedy, Drama"
Europa,1990,0,Others,"Crime, Drama, Thriller"
"Lovers on the Bridge, The",1990,1,Others,"Drama, Romance"
Dragon Ball Z: Cooler&#39;s Revenge,1990,0,Others,"Animation, Action, Sci-Fi"
Nekromantik 2,1990,1,Others,Horror
Hachi-gatsu no rapusodi,1990,3,Others,"Drama, War"
Paprika,1990,3,Others,Drama
Riff-Raff,1990,0,Others,"Comedy, Drama"
Mediterraneo,1990,2,Others,"Comedy, Drama, War"
Until the End of the World,1990,3,Others,"Action, Drama, Sci-Fi"
"Manta, Manta",1990,3,Others,Comedy
Full Contact,1990,1,Others,"Action, Crime, Thriller"
Orlando,1990,2,Others,"Biography, Drama, Fantasy"
Enchanted April,1990,3,Others,Drama
"Crying Game, The",1990,2,Others,"Crime, Drama, Romance"
Porco Rosso (Kurenai no Buta),1990,1,Others,"Animation, Adventure, Comedy"
King of Beggars,1990,2,Others,"Action, Comedy, Drama"
Dead Alive,1990,3,Others,"Comedy, Fantasy, Horror"
Como agua para chocolate,1990,3,Others,"Drama, Romance"
Damage,1990,3,Others,"Drama, Romance"
"Lawnmower Man, The",1990,1,Others,"Horror, Sci-Fi"
Un Coeur en Hiver,1990,3,Others,"Drama, Music, Romance"
Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,1990,0,Others,"Animation, Short, Action, Adventure, Comedy, Game-Show, Sci-Fi"
Dragon Ball Z: The Return of Cooler,1990,0,Others,"Animation, Action, Fantasy"
Peter&#39;s Friends,1990,3,Others,"Comedy, Drama, Romance"
Dragon Inn,1990,3,Others,"Action, Thriller"
Freddie as F.R.O.7.,1990,1,Others,"Animation, Adventure, Comedy"
Split Second,1990,0,Others,"Action, Crime, Horror"
Hard Boiled,1990,0,Others,"Action, Crime, Thriller"
Bitter Moon,1990,3,Others,"Drama, Romance, Thriller"
Dien Bien Phu,1990,0,Others,"Drama, War"
"Lover / L&#39;amant, The",1990,1,Others,"Biography, Drama, Romance"
Strictly Ballroom,1990,1,Others,"Comedy, Drama, Music"
Schtonk,1990,3,Others,"Comedy, Crime"
Umi ga kikoeru,1990,3,Others,"Animation, Drama, Romance"
Bad Boy Bubby,1990,1,Others,"Comedy, Crime, Drama"
Three Colors: Blue,1990,3,Others,"Drama, Music, Mystery"
Fei hu wai zhuan,1990,2,Others,"Action, Drama"
"Piano, The",1990,3,Others,"Drama, Music, Romance"
Sonatine,1990,0,Others,"Action, Comedy, Crime"
Little Buddha,1990,1,Others,Drama
Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),1990,3,Others,"Animation, Action, Comedy"
"Heroic Trio, The",1990,3,Others,"Action, Fantasy, Thriller"
Naked,1990,3,Others,"Comedy, Drama"
"Evil Cult, The",1990,3,Others,"Action, Fantasy, History"
Indien,1990,0,Others,"Comedy, Drama"
Bhaji on the Beach,1990,3,Others,"Adventure, Comedy, Drama"
Farewell My Concubine,1990,0,Others,"Drama, Music, Romance"
Dragon Ball Z: The History of Trunks,1990,1,Others,"Animation, Action, Adventure"
Kika,1990,3,Others,Comedy
Space Zombie Bingo!!!,1990,0,Others,"Comedy, Horror, Sci-Fi"
"Gatica, el mono",1990,1,Others,"Biography, Drama, Sport"
Fong Sai Yuk,1990,3,Others,"Action, Comedy, History"
Heisei tanuki gassen pompoko,1990,1,Others,"Animation, Comedy, Drama"
Heavenly Creatures,1990,3,Others,"Biography, Crime, Drama"
"Return of Jafar, The",1990,0,Others,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance"
Pat and Margaret,1990,3,Others,"Comedy, Crime, Drama"
Muriel&#39;s Wedding,1990,3,Others,"Comedy, Drama"
Mina Tannenbaum,1990,3,Others,Drama
Priest,1990,3,Others,"Drama, Romance"
Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,1990,3,Others,"Action, Adventure, Comedy"
Fear City: A Family-Style Comedy,1990,3,Others,"Comedy, Horror"
J&#39;ai pas sommeil,1990,3,Others,"Drama, Mystery, Romance"
Wing Chun,1990,2,Others,"Action, Comedy, Drama"
Giorgino,1990,3,Others,"Adventure, Drama, Horror"
Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),1990,3,Others,"Animation, Action, Comedy"
"Adventures of Priscilla, Queen of the Desert, The",1990,3,Others,"Comedy, Music"
Getting Any?,1990,0,Others,Comedy
Chungking Express,1990,1,Others,"Comedy, Crime, Drama"
Three Colors: White,1990,1,Others,"Comedy, Drama, Romance"
Sister My Sister,1990,3,Others,"Drama, Thriller"
Uncovered,1990,3,Others,"Mystery, Thriller"
Frit&auml;nkaren,1990,3,Others,"Biography, Drama"
Wrony,1990,3,Others,Drama
See How They Fall,1990,1,Others,"Crime, Drama"
Four Weddings and a Funeral,1990,3,Others,"Comedy, Drama, Romance"
Dias contados,1990,3,Others,"Crime, Drama, Thriller"
"Legend of Drunken Master, The",1990,3,Others,"Action, Comedy"
Kan du vissla Johanna?,1990,0,Others,Family
Sirens,1990,3,Others,"Comedy, Drama, Romance"
Die gottliche Ordnung,1990,3,Others,"Comedy, Drama"
Vive L&#39;Amour,1990,0,Others,"Drama, Romance"
Revenge of the Musketeers,1990,3,Others,"Action, Adventure, Comedy"
Satantango,1990,2,Others,Drama
Mimi wo sumaseba (Whisper of the Heart),1990,3,Others,"Animation, Drama, Family"
Cold Comfort Farm,1990,3,Others,"Comedy, Romance"
K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),1990,0,Others,"Animation, Action, Crime"
When Night is Falling,1990,3,Others,"Drama, Romance"
Antonia&#39;s Line,1990,3,Others,"Comedy, Drama"
Aladdin and the King of Thieves,1990,1,Others,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance"
Pride and Prejudice,1990,3,Others,"Drama, Romance"
Butterfly Kiss,1990,3,Others,"Comedy, Drama, Romance"
Rumble in the Bronx (Hung fan kui),1990,1,Others,"Action, Comedy, Crime"
Fallen Angels,1990,1,Others,"Comedy, Crime, Drama"
"Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream",1990,3,Others,"Animation, Action, Comedy"
La Haine,1990,0,Others,"Crime, Drama"
Maborosi,1990,3,Others,Drama
Ringu Kanzenban,1990,1,Others,"Horror, Mystery"
Dragon Ball Z: Wrath of the Dragon,1990,2,Others,"Animation, Action, Sci-Fi"
Dilwale Dulhania Le Jayenge,1990,3,Others,"Drama, Romance"
Nadie hablara de nosotras cuando hayamos muerto,1990,3,Others,"Crime, Drama, Thriller"
El dia de la bestia,1990,3,Others,"Action, Comedy, Crime"
Grim,1990,3,Others,Horror
Catnapped! The Movie,1990,3,Others,"Animation, Adventure, Family"
Land and Freedom,1990,1,Others,"Drama, War"
La flor de mi secreto,1990,3,Others,"Comedy, Drama"
Magic in the Water,1990,1,Others,"Adventure, Family, Fantasy"
Total Eclipse,1990,1,Others,"Biography, Drama, Romance"
"Englishman Who Went Up a Hill But Came Down a Mountain, The",1990,0,Others,"Comedy, Drama, Romance"
Indira,1990,2,Others,Drama
La c&eacute;r&eacute;monie,1990,3,Others,"Crime, Drama, Thriller"
Les apprentis,1990,1,Others,Comedy
True Crime,1990,3,Others,"Crime, Drama, Mystery, Thriller"
Le hussard sur le toit,1990,3,Others,"Adventure, Drama, Romance"
Alice in Wonderland,1990,3,Others,"Animation, Family"
Libertarias,1990,3,Others,"Drama, History, War"
Fire,1990,3,Others,"Crime, Drama, Romance"
Love and Other Catastrophes,1990,3,Others,"Comedy, Romance"
Secrets &amp; Lies,1990,3,Others,"Comedy, Drama"
Ridicule,1990,1,Others,"Comedy, Drama, History"
Connie Gomper &amp; the Pack,1990,0,Others,N/A
Charlot og Charlotte,1990,3,Others,Drama
Beyond Silence (Jenseits der Stille),1990,3,Others,"Drama, Music"
Pusher,1990,0,Others,"Crime, Thriller"
Swallowtail Butterfly,1990,3,Others,"Crime, Drama"
When the Cat&#39;s Away,1990,3,Others,"Comedy, Romance"
"God of Cookery, The",1990,1,Others,"Action, Comedy, Fantasy"
Kids Return,1990,3,Others,"Crime, Drama, Sport"
Three Lives and Only One Death,1990,2,Others,"Comedy, Crime, Fantasy"
Irma Vep,1990,3,Others,"Comedy, Drama"
Welcome to the Discworld,1990,0,Others,"Short, Animation, Fantasy"
Crash,1990,3,Others,Drama
"A Jin de gushi / Ah Kam, the Stunt woman",1990,1,Others,"Action, Drama"
Stealing Beauty,1990,3,Others,"Drama, Mystery, Romance"
Tenchi Muy&ocirc;! In Love,1990,3,Others,"Animation, Adventure, Comedy"
Va&#39; dove ti porta il cuore,1990,3,Others,"Drama, Romance"
La belle verte,1990,3,Others,"Comedy, Sci-Fi"
Twelfth Night or What You Will,1990,3,Others,"Comedy, Drama, Romance"
Un air de famille,1990,3,Others,"Comedy, Drama"
Tremors II: Aftershocks,1990,0,Others,"Action, Comedy, Horror, Sci-Fi, Thriller"
Sonic the Hedgehog: The Movie,1990,0,Others,"Animation, Action, Adventure"
La lengua asesina,1990,3,Others,"Comedy, Sci-Fi, Horror"
"Love, etc.",1990,1,Others,"Comedy, Drama, Romance"
Mononoke-hime,1990,3,Others,"Animation, Action, Adventure"
Wilde,1990,3,Others,"Biography, Drama, Romance"
La vita &egrave; bella,1990,0,Others,"Comedy, Drama, Romance"
Cube,1990,3,Others,"Horror, Mystery, Sci-Fi"
Career Girls,1990,1,Others,"Comedy, Drama"
Funny Games,1990,3,Others,"Crime, Drama, Thriller"
Spice World,1990,3,Others,"Comedy, Family, Music"
Actrius,1990,3,Others,Drama
Taste of Cherry,1990,0,Others,Drama
"Castle, The",1990,3,Others,"Comedy, Drama"
"Well, The",1990,3,Others,Drama
Chun gwong cha sit (Happy Together),1990,0,Others,"Drama, Romance"
Smilla&#39;s Sense of Snow,1990,3,Others,"Crime, Drama, Mystery"
My Life in Pink ( Ma Vie En Rose ),1990,3,Others,Drama
Fever Pitch,1990,3,Others,"Comedy, Drama, Romance"
Ayneh,1990,3,Others,Drama
"Wrong Guy, The",1990,1,Others,"Comedy, Thriller"
La principessa e il povero,1990,3,Others,Fantasy
Le Acrobate,1990,3,Others,"Drama, Romance"
Neon Genesis Evangelion: The End of Evangelion,1990,3,Others,"Animation, Action, Drama"
Knockin&#39; on Heaven&#39;s Door,1990,1,Others,"Action, Crime, Comedy"
Hardboiled Egg,1990,2,Others,"Comedy, Drama"
Open Your Eyes,1990,1,Others,"Drama, Mystery, Sci-Fi"
Fireworks,1990,1,Others,"Crime, Drama, Romance"
Cure,1990,1,Others,"Crime, Horror, Mystery"
Pooh&#39;s Grand Adventure: The Search for Christopher Robin,1990,0,Others,"Animation, Adventure, Comedy, Family, Musical"
Carne tr&eacute;mula [Live Flesh],1990,2,Others,Drama
Csinibaba,1990,1,Others,"Comedy, Musical, Romance"
Children of Heaven,1990,3,Others,"Drama, Family, Sport"
Wand&acirc;furu raifu,1990,3,Others,"Drama, Fantasy"
Little Voice,1990,3,Others,"Comedy, Drama, Music"
Hideous Kinky,1990,3,Others,"Adventure, Drama, Romance"
Show Me Love,1990,3,Others,"Comedy, Drama, Romance"
"Secret of NIMH 2: Timmy to the Rescue, The",1990,1,Others,"Animation, Adventure, Comedy, Family, Musical"
"Dreamlife of Angels, The",1990,3,Others,Drama
Perfect Blue,1990,3,Others,"Animation, Crime, Drama"
Love &amp; Pop,1990,3,Others,Drama
Elizabeth,1990,3,Others,"Biography, Drama, History"
Run Lola Run,1990,3,Others,"Action, Crime, Thriller"
Get Real,1990,2,Others,"Comedy, Drama, Romance"
"Idiots, The",1990,3,Others,"Comedy, Drama"
Festen (The Celebration),1990,3,Others,Drama
Scooby-Doo on Zombie Island,1990,3,Others,"Animation, Adventure, Comedy, Family, Fantasy, Mystery"
"Storm Riders, The",1990,1,Others,"Action, Adventure, Fantasy"
"Lion King 2: Simba&#39;s Pride, The",1990,3,Others,"Animation, Adventure, Drama, Family, Musical, Romance"
Glasblasarns barn,1990,3,Others,"Drama, Family"
Ring (Ringu),1990,3,Others,"Horror, Mystery"
"Black Cat, White Cat",1990,3,Others,"Comedy, Crime, Romance"
Yeogo goedam,1990,3,Others,"Drama, Horror, Mystery"
Rasen,1990,1,Others,"Drama, Fantasy, Horror"
"Dinner Game, The",1990,1,Others,Comedy
Kuch Kuch Hota Hai,1990,3,Others,"Comedy, Drama, Musical"
Vildspor,1990,1,Others,Drama
Batman &amp; Mr. Freeze: SubZero,1990,2,Others,"Animation, Action, Crime, Drama, Sci-Fi, Thriller"
Last Night,1990,1,Others,"Comedy, Drama, Romance"
Tango,1990,1,Others,"Drama, Musical"
Barrio,1990,3,Others,Drama
2 seconds,1990,3,Others,"Comedy, Drama, Romance"
My Name Is Joe,1990,3,Others,"Drama, Romance"
Kirikou and the Sorceress,1990,2,Others,"Animation, Adventure, Family"
Zimmer Feri,1990,2,Others,"Comedy, Crime"
L&#39;ennui,1990,1,Others,"Romance, Drama"
Pocahontas 2: Journey to a New World,1990,3,Others,"Animation, Adventure, Drama, Family, Musical, Romance"
FernGully 2: The Magical Rescue,1990,3,Others,"Animation, Adventure, Family, Fantasy"
Kite,1990,0,Others,"Animation, Action, Adventure"
Taxi,2010,3,Others,"Comedy, Drama"
Disembodied,1990,3,Others,"Horror, Sci-Fi"
Todo sobre mi madre (All About My Mother),1990,3,Others,"Comedy, Drama, Romance"
Sonnenallee,1990,1,Others,"Comedy, Drama, Romance"
Kikujiro,1990,0,Others,"Drama, Comedy"
Pocket Monsters: Mewtwo Strikes Back!,1990,1,Others,"Animation, Action, Adventure"
Why Not Me?,1990,3,Others,"Comedy, Romance"
Better Than Chocolate,1990,3,Others,"Comedy, Drama, Romance"
Not One Less (Yi ge dou bu neng shao),1990,3,Others,Drama
Memento Mori,1990,3,Others,"Horror, Romance, Drama"
6ixtynin9,1990,3,Others,"Comedy, Crime, Thriller"
New Waterford Girl,1990,3,Others,Comedy
Redball,1990,3,Others,Thriller
Shojo kakumei Utena: Adolescence mokushiroku,1990,3,Others,"Animation, Action, Adventure"
Ring 2 (Ringu 2),1990,3,Others,"Horror, Mystery, Sci-Fi"
Gigantics,1990,1,Others,"Comedy, Drama"
eXistenZ,1990,1,Others,"Horror, Mystery, Sci-Fi"
Beau travail,1990,3,Others,"Drama, War"
Tomie,1990,3,Others,"Crime, Drama, Horror"
Tomie: Anaza Feisu,1990,2,Others,"Horror, Romance"
Tea with Mussolini,1990,3,Others,"Comedy, Drama, War"
Juha,1990,0,Others,"Comedy, Drama, Romance"
Human Traffic,1990,3,Others,"Comedy, Music"
Audition,1990,1,Others,"Drama, Horror, Mystery"
Aimee &amp; Jaguar,1990,3,Others,"Biography, Drama, Romance"
Ring,1990,3,Others,Horror
Asterix and Obelix vs. Caesar,1990,1,Others,"Adventure, Comedy, Family"
Los sin nombre,1990,3,Others,"Drama, Horror, Mystery"
Screwed in Tallinn,1990,3,Others,"Comedy, Drama"
East Is East,1990,3,Others,"Comedy, Drama"
Beautiful People,1990,1,Others,"Comedy, Drama, War"
Outer Space,1990,0,Others,"Short, Horror"
Scooby-Doo! and The Witch&#146;s Ghost,1990,3,Others,"Animation, Comedy, Family, Fantasy, Mystery"
Digimon Adventure,1990,0,Others,"Animation, Short, Action"
Joseph and the Amazing Technicolour Dreamcoat,1990,0,Others,Musical
Bread and Roses,2000,3,Others,Drama
Ginger Snaps,2000,3,Others,"Drama, Fantasy, Horror"
J.S.A.: Joint Security Area,2000,2,Others,"Action, Drama, Thriller"
Pokemon: The Movie 2000,2000,3,Others,N/A
An Extremely Goofy Movie,2000,1,Others,"Animation, Comedy, Family, Sport"
Dragonheart: A New Beginning,2000,0,Others,"Action, Adventure, Comedy, Family, Fantasy"
Battle Royale,2000,3,Others,"Action, Adventure, Drama"
Kao (Face),2000,3,Others,"Comedy, Crime, Drama"
Beautiful Creatures,2000,3,Others,"Comedy, Crime, Drama"
"Circle, The",2000,3,Others,Drama
Kevin &amp; Perry Go Large,2000,3,Others,"Comedy, Music"
Mr. Accident,2000,3,Others,Comedy
"Man Who Cried, The",2000,3,Others,"Drama, Music, Romance"
Joseph: King of Dreams,2000,3,Others,"Animation, Adventure, Biography, Drama, Family, History, Musical"
Together,2000,3,Others,"Comedy, Drama, Romance"
Billy Elliot,2000,3,Others,"Drama, Music"
"Isle, The",2000,1,Others,"Drama, Thriller"
Batman Beyond: Return of the Joker,2000,3,Others,"Animation, Action, Crime, Sci-Fi, Thriller"
Saving Grace,2000,3,Others,"Comedy, Crime"
Fa yeung nin wa (In the Mood for Love),2000,3,Others,"Drama, Romance"
La comunidad,2000,3,Others,"Comedy, Crime, Mystery"
Something Between Us,2000,3,Others,"Comedy, Romance"
"Little Mermaid 2: Return to the Sea, The",2000,3,Others,"Animation, Drama, Family, Fantasy, Musical"
Baise-Moi,2000,3,Others,"Crime, Drama, Thriller"
"Dish, The",2000,3,Others,"Comedy, Drama, History"
"Gleaners and I, The",2000,3,Others,Documentary
Blinkende lygter (&#39;Flickering Lights&#39;),2000,1,Others,"Action, Comedy, Crime"
Gundam Wing: The Movie - Endless Waltz,2000,3,Others,"Animation, Action, Drama"
Ring 0: Birthday (Ringu 0: B&acirc;sudei),2000,3,Others,"Horror, Mystery, Thriller"
Italian for Beginners,2000,3,Others,"Comedy, Drama, Romance"
Picture Claire,2000,3,Others,Thriller
Alvin and the Chipmunks Meet the Wolfman,2000,3,Others,"Animation, Comedy, Family, Fantasy, Horror, Musical"
Hellraiser: Inferno,2000,1,Others,"Crime, Horror, Mystery, Thriller"
Roozi ke zan shodam,2000,3,Others,"Comedy, Drama"
Spiral,2000,3,Others,"Drama, Fantasy, Horror"
Amores Perros,2000,1,Others,"Drama, Thriller"
Spacked out,2000,1,Others,"Crime, Drama, Family"
Mad About Mambo,2000,1,Others,"Comedy, Drama, Romance"
Tomie: Replay,2000,3,Others,Horror
Leprechaun in the Hood,2000,1,Others,"Action, Comedy, Fantasy, Horror, Music"
Blue&#39;s Big Musical Movie,2000,3,Others,"Animation, Comedy, Family, Musical"
Ju-on,2000,3,Others,"Horror, Mystery"
Ju-on 2,2000,3,Others,"Drama, Horror, Mystery"
Eeny Meeny,2000,3,Others,"Comedy, Drama"
La fidelite,2000,3,Others,Drama
Santa who?,2000,1,Others,"Comedy, Fantasy"
Sakuya: yokaiden,2000,3,Others,"Family, Adventure, Fantasy"
Some Voices,2000,2,Others,"Comedy, Drama"
Juste une question d&#39;amour,2000,2,Others,"Drama, Romance"
Old School,2000,1,Others,"Comedy, Crime"
Yi Yi,2000,3,Others,"Drama, Romance"
Flowers for Algernon,2000,2,Others,"Drama, Sci-Fi"
"Playboy: No Boys Allowed, 100% Girls",2000,3,Others,Documentary
El zoo d&#39;en Pitus,2000,3,Others,Drama
Ritual,2000,1,Others,Drama
Slashers,2000,3,Others,"Comedy, Horror"
Lost and Delirious,2000,3,Others,"Drama, Romance"
Y tu mama tambien,2000,0,Others,Drama
Amelie,2000,3,Others,"Comedy, Romance"
"Piano Teacher, The",2000,3,Others,"Drama, Music"
Mostly Martha,2000,3,Others,"Comedy, Romance, Drama"
Goyangileul butaghae (Take Care of My Cat),2000,3,Others,Drama
Millennium Actress,2000,2,Others,"Animation, Drama, Fantasy"
"Legend of Suriyothai, The",2000,3,Others,"Action, Adventure, Biography"
Late Marriage,2000,2,Others,"Comedy, Drama, Romance"
"Hidden Half (Nimeh-ye penhan), The",2000,3,Others,Drama
La fille de Keltoum,2000,3,Others,Drama
He Died with a Felafel in His Hand,2000,3,Others,"Comedy, Romance"
Fat Girl,2000,3,Others,Drama
Baran,2000,0,Others,"Drama, Romance"
Me Without You,2000,3,Others,Drama
Brotherhood of the Wolf,2000,2,Others,"Action, Adventure, Drama"
Shaolin Soccer,2000,0,Others,"Action, Comedy, Fantasy"
Go,2000,2,Others,"Drama, Romance"
Suicide Club,2000,3,Others,"Crime, Drama, Horror"
Nowhere in Africa,2000,3,Others,"Biography, Drama, History"
Zaion: I Wish You Were Here,2000,3,Others,"Animation, Drama, Mystery"
War Bride,2000,3,Others,"Drama, Romance"
Waiting For Godot,2000,0,Others,Drama
Lucky Girl (a.k.a. My Daughter&#39;s Secret Life),2000,3,Others,Drama
Read My Lips,2000,3,Others,"Crime, Drama, Romance"
Hundstage,2000,3,Others,Drama
Miss Minoes (a.k.a Undercover Kitty),2000,3,Others,"Comedy, Family, Fantasy"
L&#39;uomo in pi&ugrave;,2000,1,Others,"Comedy, Drama"
Arite hime/Princess Arete,2000,3,Others,"Animation, Adventure, Drama"
Samsara,2000,0,Others,"Adventure, Drama, Romance"
Le fate ignoranti,2000,3,Others,"Drama, Romance"
Tanguy,2000,1,Others,Comedy
Wied&#378;min (The Hexer),2000,3,Others,"Adventure, Fantasy"
"Belphegor, Phantom of the Louvre (Belphegor - Le fantome du Louvre)",2000,3,Others,"Mystery, Fantasy, Horror"
Caos,2000,3,Others,"Comedy, Drama, Crime"
Volcano High,2000,3,Others,"Action, Comedy, Fantasy"
Kabhi Khushi Kabhie Gham...,2000,3,Others,"Drama, Musical, Romance"
Stranded,2000,3,Others,"Drama, Sci-Fi"
Chori Chori Chupke Chupke,2000,1,Others,"Comedy, Drama, Musical"
Tomie: Re-birth,2000,3,Others,Horror
"Yes, But...",2000,3,Others,"Comedy, Family, Drama"
El Espinazo del Diablo,2000,1,Others,"Drama, Horror, Thriller"
Kairo,2000,3,Others,"Horror, Mystery, Sci-Fi"
"Navigators, The",2000,1,Others,"Comedy, Drama"
Dagon,2000,3,Others,"Fantasy, Horror, Mystery"
God Is Great and I&#39;m Not,2000,1,Others,"Comedy, Romance"
Tremors 3: Back to Perfection,2000,3,Others,"Action, Comedy, Horror, Sci-Fi, Thriller"
Moszkva ter,2000,2,Others,"Comedy, Drama, Romance"
la ci&eacute;naga,2000,3,Others,"Comedy, Drama"
Barbie in the Nutcracker,2000,3,Others,"Animation, Family, Musical, Romance"
Koroshiya 1,2000,1,Others,"Action, Crime, Drama"
"Land Before Time VIII: The Big Freeze, The",2000,3,Others,"Animation, Adventure, Family"
Jesus Christ Vampire Hunter,2000,1,Others,"Action, Comedy, Horror"
La tour Montparnasse infernale,2000,3,Others,Comedy
Der Schuh des Manitu,2000,0,Others,"Comedy, Western"
Animusic,2000,0,Others,"Music, Animation, Short"
Trouble Every Day,2000,1,Others,"Drama, Horror, Thriller"
Balto: Wolf Quest,2000,3,Others,"Animation, Adventure, Family, Fantasy"
